Adhyaaya # अध्यायः,Paada # पादः,Sutra_num सू. सं.,Sutra_krama सू. क्र. सं,Akaaraadi_krama अकारादि क्र. सं,Kaumudi_krama कौमुदी क्र. सं,Sutra_id पूर्ण सू. सं.,Sutra_type सूत्रलक्षणम्‌,Term संज्ञा,Metarule परिभाषा,Special_case अतिदेशः,Influence अधिकारः,Commentary व्याख्यानम्‌,Sutra_text सूत्रम्‌,PadacCheda पद्च्छेदः,SamasacCheda समासच्छेदः,Anuvrtti pada sutra # अनुवृत्ति-पदम् सूत्र-सङ्ख्या,PadacCheda_notes
6,2,106,62106,2605,3840,6.2.106,,,,,,6.2.106,बहुव्रीहौ विश्वं संज्ञायाम् |,बहुव्रीहौ ७/१ विश्वम् १/१ संज्ञायाम् ७/१,बहुव्रीहौ ७/१ विश्वम् १/१ संज्ञायाम् ७/१,62001: पूर्वपदम् | 62064: उदात्तः | 62092: अन्तः,
6,2,107,62107,730,3841,6.2.107,,,,,,6.2.107,उदराश्वेषुषु |,उदराश्वेषुषु ७/३,उदरअश्व-इषुषु ७/३,62001: पूर्वपदम् | 62064: उदात्तः | 62092: अन्तः | 62106: बहुव्रीहौ संज्ञायाम्,
6,2,108,62108,1241,3842,6.2.108,,,,,,6.2.108,क्षेपे |,क्षेपे ७/१,क्षेपे ७/१,62001: पूर्वपदम् | 62064: उदात्तः | 62092: अन्तः | 62106: बहुव्रीहौ संज्ञायाम् | 62107: उदराश्वेषुषु,
6,2,109,62109,2102,3843,6.2.109,,,,,,6.2.109,नदी बन्धुनि |,नदी १/१ बन्धुनि ७/१,नदी १/१ बन्धुनि ७/१,62001: पूर्वपदम् | 62064: उदात्तः | 62092: अन्तः | 62106: बहुव्रीहौ,
6,2,110,62110,2212,3844,6.2.110,,,,,,6.2.110,निष्ठोपसर्गपूर्वमन्यतरस्याम्‌ |,निष्ठा १/१ उपसर्गपूर्वम् १/१ अन्यतरस्याम् ७/१,निष्ठा १/१ उपसर्ग-पूर्वम् १/१ अन्यतरस्याम् ७/१,62001: पूर्वपदम् | 62064: उदात्तः | 62092: अन्तः | 62106: बहुव्रीहौ,
6,2,111,62111,717,3845,6.2.111,अधिकारः,,,,62111-62142,6.2.111,उत्तरपदादिः |,उत्तरपदादिः १/१,उत्तरपद-आदिः १/१,62064: उदात्तः,
6,2,112,62112,991,3846,6.2.112,,,,,,6.2.112,कर्णो वर्णलक्षणात्‌ |,कर्णः १/१ वर्णलक्षणात् ५/१,कर्णः १/१ वर्णलक्षणात् ५/१,62064: उदात्तः | 62106: बहुव्रीहौ | 62111: उत्तरपदादिः,
6,2,113,62113,3554,3847,6.2.113,,,,,,6.2.113,संज्ञौपम्ययोश्च |,संज्ञौपम्ययोः ७/२ च ०/०,संज्ञा-औपम्ययोः ७/२ च ०/०,62064: उदात्तः | 62106: बहुव्रीहौ | 62111: उत्तरपदादिः,
6,2,114,62114,964,3848,6.2.114,,,,,,6.2.114,कण्ठपृष्ठग्रीवाजंघं च |,कण्ठपृष्ठग्रीवाजंघम् १/१ च ०/०,कण्ठ-पृष्ठ-ग्रीवा-जंघम् १/१ च ०/०,62064: उदात्तः | 62106: बहुव्रीहौ | 62111: उत्तरपदादिः | 62113: संज्ञौपम्ययोः ,
6,2,115,62115,3420,3849,6.2.115,,,,,,6.2.115,शृङ्गमवस्थायां च |,शृङ्गम् १/१ अवस्थायाम् ७/१ च ०/०,शृङ्गम् १/१ अवस्थायाम् ७/१ च ०/०,62064: उदात्तः | 62106: बहुव्रीहौ | 62111: उत्तरपदादिः | 62113: संज्ञौपम्ययोः ,
6,2,116,62116,2094,3850,6.2.116,,,,,,6.2.116,नञो जरमरमित्रमृताः |,नञः ५/१ जरमरमित्रमृताः १/३,नञः ५/१ जर-मर-मित्र-मृताः १/३,62064: उदात्तः | 62106: बहुव्रीहौ | 62111: उत्तरपदादिः,
6,2,117,62117,3800,3851,6.2.117,,,,,,6.2.117,सोर्मनसी अलोमोषसी |,सोः ५/१ मनसी १/२ अलोमोषसी १/२,सोः ५/१ मनसी १/२ अलोमोषसी १/२,62064: उदात्तः | 62106: बहुव्रीहौ | 62111: उत्तरपदादिः,
6,2,118,62118,1201,3852,6.2.118,,,,,,6.2.118,क्रत्वादयश्च |,क्रत्वादयः १/३ च ०/०,क्रतु-आदयः १/३ च ०/०,62064: उदात्तः | 62106: बहुव्रीहौ | 62111: उत्तरपदादिः | 62117: सोः,
6,2,119,62119,534,3853,6.2.119,,,,,,6.2.119,आद्युदात्तं द्व्यच् छन्दसि |,आद्युदात्तम् १/१ द्व्यच् १/१ छन्दसि ७/१,आदि-उदात्तम् १/१ द्वि-अच् १/१ छन्दसि ७/१,62064: उदात्तः | 62106: बहुव्रीहौ | 62111: उत्तरपदादिः | 62117: सोः,
6,2,120,62120,3274,3854,6.2.120,,,,,,6.2.120,वीरवीर्यौ च |,वीरवीर्यौ १/२ च ०/०,वीर-वीर्यौ १/२ च ०/०,62064: उदात्तः | 62106: बहुव्रीहौ | 62111: उत्तरपदादिः | 62117: सोः | 62119: छन्दसि,
6,2,121,62121,1131,3855,6.2.121,,,,,,6.2.121,कूलतीरतूलमूलशालाऽक्षसममव्ययीभावे |,कूलतीरतूलमूलशालाऽक्षसमम् १/१ अव्ययीभावे ७/१,कूल-तीर-तूल-मूल-शाला-अक्ष-समम् १/१ अव्ययीभावे ७/१,62064: उदात्तः | 62111: उत्तरपदादिः,
6,2,122,62122,953,3856,6.2.122,,,,,,6.2.122,कंसमन्थशूर्पपाय्यकाण्डं द्विगौ |,कंसमन्थशूर्पपाय्यकाण्डम् १/१ द्विगौ ७/१,कंस-मन्थ-शूर्प-पाय्य-काण्डम् १/१ द्विगौ ७/१,62064: उदात्तः | 62111: उत्तरपदादिः,
6,2,123,62123,1606,3857,6.2.123,,,,,,6.2.123,तत्पुरुषे शालायां नपुंसके |,तत्पुरुषे ७/१ शालायाम् ७/१ नपुंसके ७/१,तत्पुरुषे ७/१ शालायाम् ७/१ नपुंसके ७/१,62064: उदात्तः | 62111: उत्तरपदादिः,
6,2,124,62124,972,3858,6.2.124,,,,,,6.2.124,कन्था च |,कन्था १/१ च ०/०,कन्था १/१ च ०/०,62064: उदात्तः | 62111: उत्तरपदादिः | 62123: तत्पुरुषे नपुंसके,
6,2,125,62125,526,3859,6.2.125,,,,,,6.2.125,आदिश्चिहणादीनाम् |,आदिः १/१ चिहणादीनाम् ६/३,आदिः १/१ चिहण-आदीनाम् ६/३,62064: उदात्तः | 62123: तत्पुरुषे नपुंसके | 62124: कन्था,
6,2,126,62126,1428,3860,6.2.126,,,,,,6.2.126,चेलखेटकटुककाण्डं गर्हायाम् |,चेलखेटकटुककाण्डम् १/१ गर्हायाम् ७/१,चेल-खेट-कटुक-काण्डम् १/१ गर्हायाम् ७/१,62064: उदात्तः | 62111: उत्तरपदादिः | 62123: तत्पुरुषे,
6,2,127,62127,1424,3861,6.2.127,,,,,,6.2.127,चीरमुपमानम्‌ |,चीरम् १/१ उपमानम् १/१,चीरम् १/१ उपमानम् १/१,62064: उदात्तः | 62111: उत्तरपदादिः | 62123: तत्पुरुषे,
6,2,128,62128,2340,3862,6.2.128,,,,,,6.2.128,पललसूपशाकं मिश्रे |,पललसूपशाकम् १/१ मिश्रे ७/१,पलल-सूप-शाकम् १/१ मिश्रे ७/१,62064: उदात्तः | 62111: उत्तरपदादिः | 62123: तत्पुरुषे,
6,2,129,62129,1132,3863,6.2.129,,,,,,6.2.129,कूलसूदस्थलकर्षाः संज्ञायाम् |,कूलसूदस्थलकर्षाः १/३ संज्ञायाम् ७/१,कूल-सूद-स्थल-कर्षाः १/३ संज्ञायाम् ७/१,62064: उदात्तः | 62111: उत्तरपदादिः | 62123: तत्पुरुषे,
6,2,130,62130,13,3864,6.2.130,,,,,,6.2.130,अकर्मधारये राज्यम् |,अकर्मधारये ७/१ राज्यम् १/१,अ-कर्मधारये ७/१ राज्यम् १/१,62064: उदात्तः | 62111: उत्तरपदादिः | 62123: तत्पुरुषे,
6,2,131,62131,3068,3865,6.2.131,,,,,,6.2.131,वर्ग्यादयश्च |,वर्ग्यादयः १/३ च ०/०,वर्ग्य-आदयः १/३ च ०/०,62064: उदात्तः | 62111: उत्तरपदादिः | 62123: तत्पुरुषे | 62130: अकर्मधारये,
6,2,132,62132,2384,3866,6.2.132,,,,,,6.2.132,पुत्रः पुंभ्यः |,पुत्रः १/१ पुम्भ्यः ५/३,पुत्रः १/१ पुम्भ्यः ५/३,62064: उदात्तः | 62111: उत्तरपदादिः | 62123: तत्पुरुषे,
6,2,133,62133,2140,3867,6.2.133,,,,,,6.2.133,नाचार्यराजर्त्विक्संयुक्तज्ञात्याख्येभ्यः |,न ०/० आचार्यराजर्त्विक्संयुक्तज्ञात्याख्येभ्यः ५/३,न ०/० आचार्य-राज-ॠत्विक्-सयुक्त-ज्ञाति-आख्येभ्यः ५/३,62064: उदात्तः | 62111: उत्तरपदादिः | 62123: तत्पुरुषे | 62132: पुत्रः,
6,2,134,62134,1427,3868,6.2.134,,,,,,6.2.134,चूर्णादीन्यप्राणिषष्ठ्याः |,चूर्णादीनि १/३ अप्राणिषष्ठ्याः ५/१,चूर्ण-आदीनि १/३ अप्राणि-षष्ठ्याः ५/१,62064: उदात्तः | 62111: उत्तरपदादिः | 62123: तत्पुरुषे,
6,2,135,62135,3471,3869,6.2.135,,,,,,6.2.135,षट् च काण्डादीनि |,षट् १/३ च ०/० काण्डादीनि १/३,षट् १/३ च ०/० काण्ड-आदीनि १/३,62064: उदात्तः | 62111: उत्तरपदादिः | 62123: तत्पुरुषे | 62134: अप्राणिषष्ठ्याः,
6,2,136,62136,1101,3870,6.2.136,,,,,,6.2.136,कुण्डं वनम् |,कुण्डम् १/१ वनम् १/१,कुण्डम् १/१ वनम् १/१,62064: उदात्तः | 62111: उत्तरपदादिः | 62123: तत्पुरुषे,
6,2,137,62137,2448,3871,6.2.137,,,,,,6.2.137,प्रकृत्या भगालम् |,प्रकृत्या ३/१ भगालम् १/१,प्रकृत्या ३/१ भगालम् १/१,62064: उदात्तः | 62111: उत्तरपद | 62123: तत्पुरुषे,
6,2,138,62138,3395,3872,6.2.138,,,,,,6.2.138,शितेर्नित्याबह्वज्बहुव्रीहावभसत्‌ |,शितेः ५/१ नित्याबह्वच् १/१ बहुव्रीहौ ७/१ अभसत् १/१,शितेः ५/१ नित्य-अ-बहु-अच् १/१ बहुव्रीहौ ७/१ अभसत् १/१,62064: उदात्तः | 62111: उत्तरपद | 62137: प्रकृत्या,
6,2,139,62139,1259,3873,6.2.139,,,,,,6.2.139,गतिकारकोपपदात्‌ कृत्‌ |,गतिकारकोपपदात् ५/१ कृत् १/१,गति-कारक-उपपदात् ५/१ कृत् १/१,62064: उदात्तः | 62111: उत्तरपद | 62123: तत्पुरुषे | 62137: प्रकृत्या,
6,2,140,62140,814,3874,6.2.140,,,,,,6.2.140,उभे वनस्पत्यादिषु युगपत्‌ |,उभे १/२ वनस्पत्यादिषु ७/३ युगपत् १/१,उभे १/२ वनस्पत्य-आदिषु ७/३ युगपत् १/१,62064: उदात्तः | 62111: उत्तरपद | 62137: प्रकृत्या,
6,2,141,62141,1908,3875,6.2.141,,,,,,6.2.141,देवताद्वंद्वे च |,देवताद्वन्द्वे ७/१ च ०/०,देवताद्वन्द्वे ७/१ च ०/०,62064: उदात्तः | 62111: उत्तरपद | 62137: प्रकृत्या | 62140: उभे युगपत्,
6,2,142,62142,2238,3876,6.2.142,,,,,,6.2.142,नोत्तरपदेऽनुदात्तादावपृथिवीरुद्रपूषमन्थिषु |,न ०/० उत्तरपदे ७/१ अनुदात्तादौ ७/१ अपृथिवीरुद्रपूषमन्थिषु ७/३,न ०/० उत्तरपदे ७/१ अनुदात्त-आदौ ७/१ अ-पृथिवी-रुद्र-पूष-मन्थिषु ७/३,62064: उदात्तः | 62111: उत्तरपद | 62137: प्रकृत्या | 62140: उभे युगपत् | 62141: देवताद्वन्द्वे,
6,2,143,62143,236,3877,6.2.143,अधिकारः,,,,62143-62199,6.2.143,अन्तः |,अन्तः १/१,अन्तः १/१,62064: उदात्तः | 62111: उत्तरपद,
6,2,144,62144,1819,3878,6.2.144,,,,,,6.2.144,थाथघञ्क्ताजबित्रकाणाम् |,थाथघञ्क्ताजबित्रकाणाम् ६/३,थ-अथ-घञ्-क्त-अच्-अप्-इत्र-काणाम् ६/३,62064: उदात्तः | 62111: उत्तरपद | 62139: गतिकारकोपपदात् | 62143: अन्तः,
6,2,145,62145,3777,3879,6.2.145,,,,,,6.2.145,सूपमानात्‌ क्तः |,सूपमानात् ५/१ क्तः १/१,सु-उपमानात् ५/१ क्तः १/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः,
6,2,146,62146,3544,3880,6.2.146,,,,,,6.2.146,संज्ञायामनाचितादीनाम्‌ |,संज्ञायाम् ७/१ अनाचितादीनाम् ६/३,संज्ञायाम् ७/१ अनाचित-आदीनाम् ६/३,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62145: क्तः,
6,2,147,62147,2502,3881,6.2.147,,,,,,6.2.147,प्रवृद्धादीनां च |,प्रवृद्धादीनाम् ६/३ च ०/०,प्रवृद्ध-आदीनाम् ६/३ च ०/०,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62145: क्तः,
6,2,148,62148,1052,3882,6.2.148,,,,,,6.2.148,कारकाद्दत्तश्रुतयोरेवाशिषि |,कारकात् ५/१ दत्तश्रुतयोः ६/२ एव ०/० आशिषि ७/१,कारकात् ५/१ दत्त-श्रुतयोः ६/२ एव ०/० आशिषि ७/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62145: क्तः | 62146: संज्ञायाम्,
6,2,149,62149,637,3883,6.2.149,,,,,,6.2.149,इत्थम्भूतेन कृतमिति च |,इत्थम्भूतेन ३/१ कृतम् १/१ इति ०/० च ०/०,इत्थम्भूतेन ३/१ कृतम् १/१ इति ०/० च ०/०,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62145: क्तः | 62148: कारकात्,
6,2,150,62150,229,3884,6.2.150,,,,,,6.2.150,अनो भावकर्मवचनः |,अनः १/१ भावकर्मवचनः १/१,अनः १/१ भावकर्मवचनः १/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62148: कारकात्,
6,2,151,62151,2739,3885,6.2.151,,,,,,6.2.151,मन्क्तिन्व्याख्यानशयनासनस्थानयाजकादिक्रीताः |,मन्क्तिन्व्याख्यानशयनासनस्थानयाजकादिक्रीताः १/३,मन्-क्तिन्-व्याख्यान-शयन-आसन-स्थान-याजक-आदि-क्रीताः १/३,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62148: कारकात्,
6,2,152,62152,3614,3886,6.2.152,,,,,,6.2.152,सप्तम्याः पुण्यम् |,सप्तम्याः ५/१ पुण्यम् १/१,सप्तम्याः ५/१ पुण्यम् १/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः ,
6,2,153,62153,837,3887,6.2.153,,,,,,6.2.153,ऊनार्थकलहं तृतीयायाः |,ऊनार्थकलहम् १/१ तृतीयायाः ५/१,ऊन-अर्थ-कलहम् १/१ तृतीयायाः ५/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः ,
6,2,154,62154,2783,3888,6.2.154,,,,,,6.2.154,मिश्रं चानुपसर्गमसंधौ |,मिश्रम् १/१ च ०/० अनुपसर्गम् १/१ असन्धौ ७/१,मिश्रम् १/१ च ०/० अनुपसर्गम् १/१ असन्धौ ७/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62153: तृतीयायाः,
6,2,155,62155,2093,3889,6.2.155,,,,,,6.2.155,नञो गुणप्रतिषेधे सम्पाद्यर्हहितालमर्थास्तद्धिताः |,नञः ५/१ गुणप्रतिषेधे ७/१ सम्पाद्यर्हहितालमर्थाः १/३ तद्धिताः १/३,नञः ५/१ गुणप्रतिषेधे ७/१ सम्पादी-अर्ह-हित-अलम्-अर्थाः १/३ तद्धिताः १/३,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः ,
6,2,156,62156,2840,3890,6.2.156,,,,,,6.2.156,ययतोश्चातदर्थे |,ययतोः ६/२ च ०/० अतदर्थे ७/१,य-यतोः ६/२ च ०/० अतदर्थे ७/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62155: नञः गुणप्रतिषेधे ,
6,2,157,62157,59,3891,6.2.157,,,,,,6.2.157,अच्कावशक्तौ |,अच्कौ १/२ अशक्तौ ७/१,अच्-कौ १/२ अशक्तौ ७/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62155: नञः,
6,2,158,62158,465,3892,6.2.158,,,,,,6.2.158,आक्रोशे च |,आक्रोशे ७/१ च ०/०,आक्रोशे ७/१ च ०/०,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62155: नञः | 62157: अच्कौ,
6,2,159,62159,3551,3893,6.2.159,,,,,,6.2.159,संज्ञायाम् |,संज्ञायाम् ७/१,संज्ञायाम् ७/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62155: नञः | 62158: आक्रोशे,
6,2,160,62160,1152,3894,6.2.160,,,,,,6.2.160,कृत्योकेष्णुच्चार्वादयश्च |,कृत्योकेष्णुच्चार्वादयः १/३ च ०/०,कृत्य-उक-इष्णुच्-चारु-आदयः १/३ च ०/०,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62155: नञः,
6,2,161,62161,3205,3895,6.2.161,,,,,,6.2.161,विभाषा तृन्नन्नतीक्ष्णशुचिषु |,विभाषा १/१ तृन्नन्नतीक्ष्णशुचिषु ७/३,विभाषा १/१ तृन्-अन्न-तीक्ष्ण-शुचिषु ७/३,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62155: नञः,
6,2,162,62162,2601,3896,6.2.162,,,,,,6.2.162,बहुव्रीहाविदमेतत्तद्भ्यः प्रथमपूरणयोः क्रियागणने |,बहुव्रीहौ ७/१ इदमेतत्तद्‍भ्यः ५/३ प्रथमपूरणयोः ६/२ क्रियागणने ७/१,बहुव्रीहौ ७/१ इदम्-एतद्-तद्‍भ्यः ५/३ प्रथम-पूरणयोः ६/२ क्रियागणने ७/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः ,
6,2,163,62163,3518,3897,6.2.163,,,,,,6.2.163,संख्यायाः स्तनः |,संख्यायाः ६/१ स्तनः १/१,संख्यायाः ६/१ स्तनः १/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62162: बहुव्रीहौ,
6,2,164,62164,3200,3898,6.2.164,,,,,,6.2.164,विभाषा छन्दसि |,विभाषा १/१ छन्दसि ७/१,विभाषा १/१ छन्दसि ७/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62162: बहुव्रीहौ | 62163: संख्यायाः स्तनः,
6,2,165,62165,3539,3899,6.2.165,,,,,,6.2.165,संज्ञायां मित्राजिनयोः |,संज्ञायाम् ७/१ मित्राजिनयोः ६/२,संज्ञायाम् ७/१ मित्र-अजिनयोः ६/२,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62162: बहुव्रीहौ,
6,2,166,62166,3328,3900,6.2.166,,,,,,6.2.166,व्यवायिनोऽन्तरम् |,व्यवायिनः ५/१ अन्तरम् १/१,व्यवायिनः ५/१ अन्तरम् १/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62162: बहुव्रीहौ,
6,2,167,62167,2786,3901,6.2.167,,,,,,6.2.167,मुखं स्वाङ्गम् |,मुखम् १/१ स्वाङ्गम् १/१,मुखम् १/१ स्वाङ्गम् १/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62162: बहुव्रीहौ,
6,2,168,62168,2161,3902,6.2.168,,,,,,6.2.168,नाव्ययदिक्‌शब्दगोमहत्स्थूलमुष्टिपृथुवत्सेभ्यः |,न ०/० अव्ययदिक्‌शब्दगोमहत्स्थूलमुष्टिपृथुवत्सेभ्यः ५/३,न ०/० अव्यय-दिक्‌शब्द-गो-महत्-स्थूल-मुष्टि-पृथु-वत्सेभ्यः ५/३,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62162: बहुव्रीहौ | 62167: मुखम् स्वाङ्गम्,
6,2,169,62169,2211,3903,6.2.169,,,,,,6.2.169,निष्ठोपमानादन्यतरस्याम् |,निष्ठोपमानात् ५/१ अन्यतरस्याम् ७/१,निष्ठा-उपमानात् ५/१ अन्यतरस्याम् ७/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62162: बहुव्रीहौ | 62167: मुखम् स्वाङ्गम्,
6,2,170,62170,1501,3904,6.2.170,,,,,,6.2.170,जातिकालसुखादिभ्योऽनाच्छादनात्‌ क्तोऽकृतमितप्रतिपन्नाः |,जातिकालसुखादिभ्यः ५/३ अनाच्छादनात् ५/१ क्तः १/१ अकृतमितप्रतिपन्नाः १/३,जाति-काल-सुख-आदिभ्यः ५/३ अनाच्छादनात् ५/१ क्तः १/१ अ-कृत-मित-प्रतिपन्नाः १/३,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62162: बहुव्रीहौ,
6,2,171,62171,3106,3905,6.2.171,,,,,,6.2.171,वा जाते |,वा ०/० जाते ७/१,वा ०/० जाते ७/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62162: बहुव्रीहौ | 62170: जातिकालसुखादिभ्यः,
6,2,172,62172,2097,3906,6.2.172,,,,,,6.2.172,नञ्सुभ्याम् |,नञ्सुभ्याम् ५/२,नञ्-सुभ्याम् ५/२,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62162: बहुव्रीहौ,
6,2,173,62173,976,3907,6.2.173,,,,,,6.2.173,कपि पूर्वम् |,कपि ७/१ पूर्वम् १/१,कपि ७/१ पूर्वम् १/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62162: बहुव्रीहौ | 62172: नञ्सुभ्याम्,
6,2,174,62174,3976,3908,6.2.174,,,,,,6.2.174,ह्रस्वान्तेऽन्त्यात्‌ पूर्वम् |,ह्रस्वान्ते ७/१ अन्त्यात् ५/१ पूर्वम् १/१,ह्रस्व-अन्ते ७/१ अन्त्यात् ५/१ पूर्वम् १/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62162: बहुव्रीहौ | 62172: नञ्सुभ्याम् | 62173: कपि,
6,2,175,62175,2609,3909,6.2.175,,,,,,6.2.175,बहोर्नञ्वदुत्तरपदभूम्नि |,बहोः ५/१ नञ्वत् ०/० उत्तरपदभूम्नि ७/१,बहोः ५/१ नञ्-वत् ०/० उत्तरपद-भूम्नि ७/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62162: बहुव्रीहौ,
6,2,176,62176,2021,3910,6.2.176,,,,,,6.2.176,न गुणादयोऽवयवाः |,न ०/० गुणादयः १/३ अवयवाः १/३,न ०/० गुण-आदयः १/३ अवयवाः १/३,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62162: बहुव्रीहौ | 62175: बहोः,
6,2,177,62177,785,3911,6.2.177,,,,,,6.2.177,उपसर्गात्‌ स्वाङ्गं ध्रुवमपर्शु |,उपसर्गात् ५/१ स्वाङ्गम् १/१ ध्रुवम् १/१ अपर्शु १/१,उपसर्गात् ५/१ स्वाङ्गम् १/१ ध्रुवम् १/१ अपर्शु १/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62162: बहुव्रीहौ,
6,2,178,62178,3056,3912,6.2.178,,,,,,6.2.178,वनं समासे |,वनम् १/१ समासे ७/१,वनम् १/१ समासे ७/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62177: उपसर्गात्,
6,2,179,62179,237,3913,6.2.179,,,,,,6.2.179,अन्तः |,अन्तः ०/०,अन्तः ०/०,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62178: वनम्,
6,2,180,62180,248,3914,6.2.180,,,,,,6.2.180,अन्तश्च |,अन्तः १/१ च ०/०,अन्तः १/१ च ०/०,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62177: उपसर्गात्,
6,2,181,62181,2038,3915,6.2.181,,,,,,6.2.181,न निविभ्याम् |,न ०/० निविभ्याम् ५/२,न ०/० नि-विभ्याम् ५/२,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62177: उपसर्गात् | 62180: अन्तः,
6,2,182,62182,2324,3916,6.2.182,,,,,,6.2.182,परेरभितोभाविमण्डलम् |,परेः ५/१ अभितोभावि १/१ मण्डलम् १/१,परेः ५/१ अभितोभावि १/१ मण्डलम् १/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62177: उपसर्गात्,
6,2,183,62183,2542,3917,6.2.183,,,,,,6.2.183,प्रादस्वाङ्गं संज्ञायाम् |,प्रात् ५/१ अस्वाङ्गम् १/१ संज्ञायाम् ७/१,प्रात् ५/१ अ-स्वाङ्गम् १/१ संज्ञायाम् ७/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62177: उपसर्गात्,
6,2,184,62184,2197,3918,6.2.184,,,,,,6.2.184,निरुदकादीनि च |,निरुदकादीनि १/३ च ०/०,निरुदक-आदीनि १/३ च ०/०,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः,
6,2,185,62185,316,3919,6.2.185,,,,,,6.2.185,अभेर्मुखम् |,अभेः ५/१ मुखम् १/१,अभेः ५/१ मुखम् १/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62177: उपसर्गात्,
6,2,186,62186,287,3920,6.2.186,,,,,,6.2.186,अपाच्च |,अपात् ५/१ च ०/०,अपात् ५/१ च ०/०,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62177: उपसर्गात् | 62185: मुखम्,
6,2,187,62187,3850,3921,6.2.187,,,,,,6.2.187,स्फिगपूतवीणाऽञ्जोऽध्वकुक्षिसीरनामनाम च |,स्फिगपूतवीणाऽञ्जोध्वकुक्षिसीरनामनाम १/१ च ०/०,स्फिग-पूत-वीणा-अञ्जः-अध्व-कुक्षि-सीरनाम-नाम १/१ च ०/०,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62177: उपसर्गात् | 62186: अपात्,
6,2,188,62188,157,3922,6.2.188,,,,,,6.2.188,अधेरुपरिस्थम् |,अधेः ५/१ उपरिस्थम् १/१,अधेः ५/१ उपरिस्थम् १/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62177: उपसर्गात्,
6,2,189,62189,232,3923,6.2.189,,,,,,6.2.189,अनोरप्रधानकनीयसी |,अनोः ५/१ अप्रधानकनीयसी १/२,अनोः ५/१ अप्रधान-कनीयसी १/२,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62177: उपसर्गात्,
6,2,190,62190,2393,3924,6.2.190,,,,,,6.2.190,पुरुषश्चान्वादिष्टः |,पुरुषः १/१ च ०/० अन्वादिष्टः १/१,पुरुषः १/१ च ०/० अन्वादिष्टः १/१,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62177: उपसर्गात् | 62189: अनोः,
6,2,191,62191,108,3925,6.2.191,,,,,,6.2.191,अतेरकृत्पदे |,अतेः ५/१ अकृत्पदे १/२,अतेः ५/१ अ-कृत्-पदे १/२,62064: उदात्तः | 62111: उत्तरपद | 62143: अन्तः | 62177: उपसर्गात्,
