Adhyaaya # अध्यायः,Paada # पादः,Sutra_num सू. सं.,Sutra_krama सू. क्र. सं,Akaaraadi_krama अकारादि क्र. सं,Kaumudi_krama कौमुदी क्र. सं,Sutra_id पूर्ण सू. सं.,Sutra_type सूत्रलक्षणम्‌,Term संज्ञा,Metarule परिभाषा,Special_case अतिदेशः,Influence अधिकारः,Commentary व्याख्यानम्‌,Sutra_text सूत्रम्‌,PadacCheda पद्च्छेदः,SamasacCheda समासच्छेदः,Anuvrtti pada sutra # अनुवृत्ति-पदम् सूत्र-सङ्ख्या,PadacCheda_notes
1,1,1,11001,3288,16,1.1.1,संज्ञा,वृद्धिः,,,,1.1.1,वृद्धिरादैच् |,वृद्धिः १/१ आदैच् १/१,वृद्धिः १/१ आत्-ऐच् १/१,na,
1,1,2,11002,134,17,1.1.2,संज्ञा,गुणः,,,,1.1.2,अदेङ् गुणः |,अदेङ् १/१ गुणः १/१,अत्-एङ् १/१ गुणः १/१,na,
1,1,3,11003,595,34,1.1.3,परिभाषा,,,,,1.1.3,इको गुणवृद्धी |,इकः १/१ गुणवृद्धी १/२,इकः १/१ गुण-वृद्धी १/२,11001: वृद्धिः | 11002: गुणः,
1,1,4,11004,2034,2656,1.1.4,,,,,,1.1.4,न धातुलोप आर्धधातुके |,न ०/० धातुलोपे ७/१ आर्धधातुके ७/१,न ०/० धातु-लोपे ७/१ आर्धधातुके ७/१,11003: गुणवृद्धी,
1,1,5,11005,1335,2217,1.1.5,,,,,,1.1.5,क्क्ङिति च |,क्क्ङिति ७/१ च ०/०,ग्-क्-ङ्-इति ७/१ च ०/०,11003: गुणवृद्धी | 11004: न,
1,1,6,11006,1876,2190,1.1.6,,,,,,1.1.6,दीधीवेवीटाम् |,दीधीवेवीटाम् ६/३,दीधी-वेवी-इटाम् ६/३,11003: गुणवृद्धी | 11004: न,
1,1,7,11007,3926,30,1.1.7,संज्ञा,संयोगः,,,,1.1.7,हलोऽनन्तराः संयोगः |,हलः १/३ अनन्तराः १/३ संयोगः १/१,हलः १/३ अनन्तराः १/३ संयोगः १/१,na,
1,1,8,11008,2787,9,1.1.8,संज्ञा,अनुनासिकः,,,,1.1.8,मुखनासिकावचनोऽनुनासिकः |,मुखनासिकावचनः १/१ अनुनासिकः १/१,मुख-नासिका-वचनः १/१ अनुनासिकः १/१,na,
1,1,9,11009,1759,10,1.1.9,संज्ञा,सवर्णम्‌,,,,1.1.9,तुल्यास्यप्रयत्नं सवर्णम् |,तुल्यास्यप्रयत्नं १/१ सवर्णम् १/१,तुल्य-आस्य-प्रयत्नं १/१ सवर्णम् १/१,na,
1,1,10,11010,2141,13,1.1.10,संज्ञा,सवर्णम्‌,,,,1.1.10,नाज्झलौ |,न ०/० अज्झलौ १/२,न ०/० अच्-हलौ १/२,11009: तुल्यास्यप्रयत्नं सवर्णम्,
1,1,11,11011,683,100,1.1.11,संज्ञा,प्रगृह्यम्‌,,,,1.1.11,ईदूदेद्द्विवचनं प्रगृह्यम् |,ईदूदेद् १/१ द्विवचनं १/१ प्रगृह्यम् १/१,ईत्-ऊत्-एत् १/१ द्विवचनं १/१ प्रगृह्यम् १/१,na,
1,1,12,11012,129,101,1.1.12,संज्ञा,प्रगृह्यम्‌,,,,1.1.12,अदसो मात् |,अदसः ६/१ मात् ५/१,अदसः ६/१ मात् ५/१,11011: ईदूदेद् प्रगृह्यम्,
1,1,13,11013,3424,102,1.1.13,संज्ञा,प्रगृह्यम्‌,,,,1.1.13,शे |,शे १/१ (लुप्तप्रथमान्तो निर्देशः),शे १/१ (लुप्तप्रथमान्तो निर्देशः),11011: प्रगृह्यम्,0/0
1,1,14,11014,2190,103,1.1.14,संज्ञा,प्रगृह्यम्‌,,,,1.1.14,निपात एकाजनाङ् |,निपातः १/१ एकाच् १/१ अनाङ् १/१,निपातः १/१ एक-अच् १/१ अन्-आङ् १/१,11011: प्रगृह्यम्,
1,1,15,11015,936,104,1.1.15,संज्ञा,प्रगृह्यम्‌,,,,1.1.15,ओत् |,ओत् १/१,ओत् १/१,11011: प्रगृह्यम् | 11014: निपातः,
1,1,16,11016,3665,105,1.1.16,संज्ञा,प्रगृह्यम्‌,,,,1.1.16,सम्बुद्धौ शाकल्यस्येतावनार्षे |,सम्बुद्धौ ७/१ शाकल्यस्य ६/१ इतौ ७/१ अनार्षे ७/१,सम्बुद्धौ ७/१ शाकल्यस्य ६/१ इतौ ७/१ अनार्षे ७/१,11011: प्रगृह्यम् | 11015: ओत्,
1,1,17,11017,702,106,1.1.17,संज्ञा,प्रगृह्यम्‌,,,,1.1.17,उञः |,उञः ६/१,उञः ६/१,11011: प्रगृह्यम् | 11016: शाकल्यस्य इतौ अनार्षे,
1,1,18,11018,829,107,1.1.18,संज्ञा,प्रगृह्यम्‌,,,,1.1.18,ऊँ |,ऊँ १/१ (लुप्तप्रथमान्तो निर्देशः),ऊँ १/१ (लुप्तप्रथमान्तो निर्देशः),11011: प्रगृह्यम् | 11016: शाकल्यस्य इतौ अनार्षे,0/0
1,1,19,11019,682,109,1.1.19,संज्ञा,प्रगृह्यम्‌,,,,1.1.19,ईदूतौ च सप्तम्यर्थे |,ईदूतौ १/२ च ०/० सप्तम्यर्थे ७/१,ईत्-ऊतौ १/२ च ०/० सप्तमी-अर्थे ७/१,11011: प्रगृह्यम्,
1,1,20,11020,1845,2373,1.1.20,संज्ञा,घु,,,,1.1.20,दाधा घ्वदाप् |,दाधाः १/३ घु १/१ अदाप् १/१,दा-धाः १/३ घु १/१ अ-दाप् १/१,na,
1,1,21,11021,532,348,1.1.21,परिभाषा,,,,,1.1.21,आद्यन्तवदेकस्मिन् |,आद्यन्तवत् ०/० एकस्मिन् ७/१,आदि-अन्त-वत् ०/० एकस्मिन् ७/१,na,
1,1,22,11022,1674,2003,1.1.22,संज्ञा,घः,,,,1.1.22,तरप्तमपौ घः |,तरप्तमपौ १/२ घः १/१,तरप्-तमपौ १/२ घः १/१,na,
1,1,23,11023,2583,258,1.1.23,संज्ञा,संख्या,,,,1.1.23,बहुगणवतुडति संख्या |,बहुगणवतुडति १/१ संख्या १/१,बहु-गण-वतु-डति १/१ संख्या १/१,na,
1,1,24,11024,3500,369,1.1.24,संज्ञा,षट्‌,,,,1.1.24,ष्णान्ता षट् |,ष्णान्ता १/१ षट् १/१,ष्-ण्-अन्ता १/१ षट् १/१,11023: संख्या,
1,1,25,11025,1569,259,1.1.25,संज्ञा,षट्‌,,,,1.1.25,डति च |,डति १/१ च ०/०,डति १/१ च ०/०,11023: संख्या | 11024: षट्,
1,1,26,11026,1177,3012,1.1.26,संज्ञा,निष्ठा,,,,1.1.26,क्तक्तवतू निष्ठा |,क्तक्तवतू १/२ निष्ठा १/१,क्त-क्तवतू १/२ निष्ठा १/१,na,
1,1,27,11027,3690,213,1.1.27,संज्ञा,सर्वनाम,,,,1.1.27,सर्वादीनि सर्वनामानि |,सर्वादीनि १/३ सर्वनामानि १/३,सर्व-आदीनि १/३ सर्वनामानि १/३,na,
1,1,28,11028,3206,292,1.1.28,संज्ञा,सर्वनाम,,,,1.1.28,विभाषा दिक्समासे बहुव्रीहौ |,विभाषा १/१ दिक्समासे ७/१ बहुव्रीहौ ७/१,विभाषा १/१ दिक्समासे ७/१ बहुव्रीहौ ७/१,11027: सर्वादीनि सर्वनामानि,
1,1,29,11029,2045,222,1.1.29,संज्ञा,सर्वनाम,,,,1.1.29,न बहुव्रीहौ |,न ०/० बहुव्रीहौ ७/१,न ०/० बहुव्रीहौ ७/१,11027: सर्वादीनि सर्वनामानि,
1,1,30,11030,1775,223,1.1.30,संज्ञा,सर्वनाम,,,,1.1.30,तृतीयासमासे |,तृतीयासमासे ७/१,तृतीया-समासे ७/१,11027: सर्वादीनि सर्वनामानि | 11029: न,
1,1,31,11031,1941,224,1.1.31,संज्ञा,सर्वनाम,,,,1.1.31,द्वन्द्वे च |,द्वन्द्वे ७/१ च ०/०,द्वन्द्वे ७/१ च ०/०,11027: सर्वादीनि सर्वनामानि | 11029: न,
1,1,32,11032,3202,225,1.1.32,संज्ञा,सर्वनाम,,,,1.1.32,विभाषा जसि |,विभाषा १/१ जसि ७/१,विभाषा १/१ जसि ७/१,11027: सर्वादीनि सर्वनामानि | 11029: न | 11031: द्वन्द्वे,
1,1,33,11033,2484,226,1.1.33,संज्ञा,सर्वनाम,,,,1.1.33,प्रथमचरमतयाल्पार्धकतिपयनेमाश्च |,प्रथमचरमतयाल्पार्धकतिपयनेमाः १/३ च ०/०,प्रथम-चरम-तय-अल्प-अर्ध-कतिपय-नेमाः १/३ च ०/०,11027: सर्वनामानि | 11032: विभाषा जसि,
1,1,34,11034,2421,218,1.1.34,संज्ञा,सर्वनाम,,,,1.1.34,पूर्वपरावरदक्षिणोत्तरापराधराणि,पूर्वपरावरदक्षिणोत्तरापराधराणि १/३ व्यवस्थायाम् ७/१ असंज्ञायाम् ७/१,पूर्व-पर-अवर-दक्षिण-उत्तर-अपर-अधराणि १/३ व्यवस्थायाम् ७/१ असंज्ञायाम् ७/१,11027: सर्वनामानि | 11032: विभाषा जसि,
1,1,35,11035,3871,219,1.1.35,संज्ञा,सर्वनाम,,,,1.1.35,स्वमज्ञातिधनाख्यायाम् |,स्वम् १/१ अज्ञातिधनाख्यायाम् ७/१,स्वम् १/१ अज्ञाति-धनाख्यायाम् ७/१,11027: सर्वनामानि | 11032: विभाषा जसि,
1,1,36,11036,240,220,1.1.36,संज्ञा,सर्वनाम,,,,1.1.36,अन्तरं बहिर्योगोपसंव्यानयोः |,अन्तरं १/१ बहिर्योगोपसंव्यानयोः ७/२,अन्तरं १/१ बहिर्योग-उपसंव्यानयोः ७/२,11027: सर्वनामानि | 11032: विभाषा जसि,
1,1,37,11037,3875,447,1.1.37,संज्ञा,अव्ययम्‌,,,,1.1.37,स्वरादिनिपातमव्ययम् |,स्वरादिनिपातम् १/१ अव्ययम् १/१,स्वर्-आदि-निपातम् १/१ अव्ययम् १/१,na,
1,1,38,11038,1648,448,1.1.38,संज्ञा,अव्ययम्‌,,,,1.1.38,तद्धितश्चासर्वविभक्तिः |,तद्धितः १/१ च ०/० असर्वविभक्तिः १/१,तद्धितः १/१ च ०/० अ-सर्व-विभक्तिः १/१,11037: अव्ययम्,
1,1,39,11039,1155,449,1.1.39,संज्ञा,अव्ययम्‌,,,,1.1.39,कृन्मेजन्तः |,कृत् १/१ मेजन्तः १/१,कृत् १/१ म्-एच्-अन्तः १/१,11037: अव्ययम्,
1,1,40,11040,1190,450,1.1.40,संज्ञा,अव्ययम्‌,,,,1.1.40,क्त्वातोसुन्कसुनः |,क्त्वातोसुन्कसुनः १/३,क्त्वा-तोसुन्-कसुनः १/३,11037: अव्ययम्,
1,1,41,11041,405,451,1.1.41,संज्ञा,अव्ययम्‌,,,,1.1.41,अव्ययीभावश्च |,अव्ययीभावः १/१ च ०/०,अव्ययीभावः १/१ च ०/०,11037: अव्ययम्,
1,1,42,11042,3393,313,1.1.42,संज्ञा,सर्वनामस्थानम्,,,,1.1.42,शि सर्वनामस्थानम् |,शि १/१ सर्वनामस्थानम् १/१,शि १/१ सर्वनामस्थानम् १/१,na,
1,1,43,11043,3753,229,1.1.43,संज्ञा,सर्वनामस्थानम्,,,,1.1.43,सुडनपुंसकस्य |,सुट् १/१ अनपुंसकस्य ६/१,सुट् १/१ अ-नपुंसकस्य ६/१,11042: सर्वनामस्थानम्,
1,1,44,11044,2069,24,1.1.44,संज्ञा,विभाषा,,,,1.1.44,न वेति विभाषा |,न ०/० वा ०/० इति ०/० विभाषा १/१,न ०/० वा ०/० इति ०/० विभाषा १/१,na,
1,1,45,11045,604,328,1.1.45,संज्ञा,सम्प्रसारणम्,,,,1.1.45,इग्यणः सम्प्रसारणम् |,इक् १/१ यणः ६/१ सम्प्रसारणम् १/१,इक् १/१ यणः ६/१ सम्प्रसारणम् १/१,na,
1,1,46,11046,533,36,1.1.46,परिभाषा,,,,,1.1.46,आद्यन्तौ टकितौ |,आद्यन्तौ १/२ टकितौ १/२,आदि-अन्तौ १/२ ट-क्-इतौ १/२,na,
1,1,47,11047,2781,37,1.1.47,परिभाषा,,,,,1.1.47,मिदचोऽन्त्यात्परः |,मित् १/१ अचः ६/१ अन्त्यात् ५/१ परः १/१,मित् १/१ अचः ६/१ अन्त्यात् ५/१ परः १/१,na,
1,1,48,11048,903,323,1.1.48,परिभाषा,,,,,1.1.48,एच इग्घ्रस्वादेशे |,एचः ६/१ इक् १/१ ह्रस्वादेशे ७/१,एचः ६/१ इक् १/१ ह्रस्व-आदेशे ७/१,na,
1,1,49,11049,3487,38,1.1.49,परिभाषा,,,,,1.1.49,षष्ठी स्थानेयोगा |,षष्ठी १/१ स्थानेयोगा १/१,षष्ठी १/१ स्थाने-योगा १/१,na,
1,1,50,11050,3835,39,1.1.50,परिभाषा,,,,,1.1.50,स्थानेऽन्तरतमः |,स्थाने ७/१ अन्तरतमः १/१,स्थाने ७/१ अन्तरतमः १/१,11049: स्थाने,
1,1,51,11051,818,70,1.1.51,परिभाषा,,,,,1.1.51,उरण् रपरः |,उः ६/१ अण् १/१ रपरः १/१,उः ६/१ अण् १/१ र-परः १/१,11049: स्थाने,
1,1,52,11052,369,42,1.1.52,परिभाषा,,,,,1.1.52,अलोऽन्त्यस्य |,अलः ६/१ अन्त्यस्य ६/१,अलः ६/१ अन्त्यस्य ६/१,11049: षष्ठी,
1,1,53,11053,1372,43,1.1.53,परिभाषा,,,,,1.1.53,ङिच्च |,ङित् १/१ च ०/०,ङित् १/१ च ०/०,11049: षष्ठी | 11053: अन्त्यस्य,
1,1,54,11054,528,44,1.1.54,परिभाषा,,,,,1.1.54,आदेः परस्य |,आदेः ६/१ परस्य ६/१,आदेः ६/१ परस्य ६/१,11049: षष्ठी | 11053: अलः,
1,1,55,11055,226,45,1.1.55,परिभाषा,,,,,1.1.55,अनेकाल्शित्सर्वस्य |,अनेकाल्शित् १/१ सर्वस्य ६/१,अनेक-अल्-शित् १/१ सर्वस्य ६/१,11049: षष्ठी,
1,1,56,11056,3834,49,1.1.56,अतिदेशः,,,,,1.1.56,स्थानिवदादेशोऽनल्विधौ |,स्थानिवत् ०/० आदेशः १/१ अनल्विधौ ७/१,स्थानिवत् ०/० आदेशः १/१ अन्-अल्-विधौ ७/१,na,
1,1,57,11057,44,50,1.1.57,अतिदेशः,,,,,1.1.57,अचः परस्मिन् पूर्वविधौ |,अचः ६/१ परस्मिन् ७/१ (निमित्त-सप्तमी) पूर्वविधौ ७/१ (विषय-सप्तमी),अचः ६/१ परस्मिन् ७/१ (निमित्त-सप्तमी) पूर्वविधौ ७/१ (विषय-सप्तमी),11056: स्थानिवत् आदेशः,परसप्तमी
1,1,58,11058,2040,51,1.1.58,अतिदेशः,,,,,1.1.58,न पदान्तद्विर्वचनवरेयलोपस्वरसवर्णानुस्वारदीर्घजश्चर्विधिषु |,न ०/० पदान्तद्विर्वचनवरेयलोपस्वरसवर्णानुस्वारदीर्घजश्चर्विधिषु ७/३,न ०/० पदान्त-द्विर्वचन-वरे-यलोप-स्वर-सवर्ण-अनुस्वार-दीर्घ-जश्-चर्-विधिषु ७/३,11056: स्थानिवत् आदेशः| 11057: अचः परस्मिन् पूर्वविधौ,
1,1,59,11059,1968,2243,1.1.59,अतिदेशः,,,,,1.1.59,द्विर्वचनेऽचि |,द्विर्वचने ७/१ अचि ७/१,द्विर्वचने ७/१ अचि ७/१,11056: स्थानिवत् आदेशः| 11057: अचः,
1,1,60,11060,127,53,1.1.60,संज्ञा,लोपः,,,,1.1.60,अदर्शनं लोपः |,अदर्शनं १/१ लोपः १/१,अदर्शनं १/१ लोपः १/१,11044: इति,
1,1,61,11061,2480,260,1.1.61,संज्ञा,लुक्‌ श्लु लुप्,,,,1.1.61,प्रत्ययस्य लुक्‌श्लुलुपः |,प्रत्ययस्य ६/१ लुक्‌श्लुलुपः १/३,प्रत्ययस्य ६/१ लुक्‌-श्लु-लुपः १/३,11044: इति | 11060: अदर्शनम्,
1,1,62,11062,2478,262,1.1.62,परिभाषा,,,,,1.1.62,प्रत्ययलोपे प्रत्ययलक्षणम् |,प्रत्ययलोपे ७/१ प्रत्ययलक्षणम् १/१,प्रत्यय-लोपे ७/१ प्रत्यय-लक्षणम् १/१,na,
1,1,63,11063,2063,263,1.1.63,परिभाषा,,,,,1.1.63,न लुमताऽङ्गस्य |,न ०/० लुमता ३/१ अङ्गस्य ६/१,न ०/० लु-मता ३/१ अङ्गस्य ६/१,11062: प्रत्ययलोपे प्रत्ययलक्षणम्,
1,1,64,11064,57,79,1.1.64,संज्ञा,टि,,,,1.1.64,अचोऽन्त्यादि टि |,अचः ६/१ (निर्धारणे षष्ठी) अन्त्यादि १/१ टि १/१,अचः ६/१ (निर्धारणे षष्ठी) अन्त्य-आदि १/१ टि १/१,na,
1,1,65,11065,370,249,1.1.65,संज्ञा,उपधा,,,,1.1.65,अलोऽन्त्यात् पूर्व उपधा |,अलः ५/१ अन्त्यात् ५/१ पूर्वः १/१ उपधा १/१,अलः ५/१ अन्त्यात् ५/१ पूर्वः १/१ उपधा १/१,na,
1,1,66,11066,1689,40,1.1.66,परिभाषा,,,,,1.1.66,तस्मिन्निति निर्दिष्टे पूर्वस्य |,तस्मिन् ७/१ इति ०/० निर्दिष्टे ७/१ पूर्वस्य ६/१,तस्मिन् ७/१ इति ०/० निर्दिष्टे ७/१ पूर्वस्य ६/१,na,
1,1,67,11067,1685,41,1.1.67,परिभाषा,,,,,1.1.67,तस्मादित्युत्तरस्य |,तस्मात् ५/१ इति ०/० उत्तरस्य ६/१,तस्मात् ५/१ इति ०/० उत्तरस्य ६/१,11066: निर्दिष्टे,
1,1,68,11068,3862,25,1.1.68,संज्ञा,शब्दसंज्ञा,,,,1.1.68,स्वं रूपं शब्दस्याशब्दसंज्ञा |,स्वम् १/१ रूपम् १/१ शब्दस्य ६/१ अशब्दसंज्ञा १/१,स्वम् १/१ रूपम् १/१ शब्दस्य ६/१ अशब्द-संज्ञा १/१,na,
1,1,69,11069,87,14,1.1.69,संज्ञा,शब्दसंज्ञा,,,,1.1.69,अणुदित् सवर्णस्य चाप्रत्ययः |,अणुदित् १/१ सवर्णस्य ६/१ च ०/० अप्रत्ययः १/१,अण्-उत्-इत् १/१ सवर्णस्य ६/१ च ०/० अ-प्रत्ययः १/१,11068: स्वं रूपम्,
1,1,70,11070,1665,15,1.1.70,संज्ञा,शब्दसंज्ञा,,,,1.1.70,तपरस्तत्कालस्य |,तपरः १/१ तत्कालस्य ६/१,त-परः १/१ तत्कालस्य ६/१,11068: स्वं रूपम् | 11069: सवर्णस्य,
1,1,71,11071,522,2,1.1.71,संज्ञा,प्रत्याहारः,,,,1.1.71,आदिरन्त्येन सहेता |,आदिः १/१ अन्त्येन ३/१ सह ०/० इता ३/१,आदिः १/१ अन्त्येन ३/१ सह ०/० इता ३/१,11068: स्वं ६/१ रूपम् ६/१,
1,1,72,11072,2890,26,1.1.72,संज्ञा,प्रत्याहारः,,,,1.1.72,येन विधिस्तदन्तस्य |,येन ३/१ विधिः १/१ तदन्तस्य ६/१,येन ३/१ विधिः १/१ तदन्तस्य ६/१,11068: स्वं ६/१ रूपम् ६/१,
1,1,73,11073,3290,1335,1.1.73,संज्ञा,वृद्ध‌म्‌,,,,1.1.73,वृद्धिर्यस्याचामादिस्तद् वृद्धम् |,वृद्धिः १/१ यस्य ६/१ अचाम् ६/३ (निर्धारणे षष्ठी) आदिः १/१ तत् १/१ वृद्धम् १/१,वृद्धिः १/१ यस्य ६/१ अचाम् ६/३ (निर्धारणे षष्ठी) आदिः १/१ तत् १/१ वृद्धम् १/१,na,
1,1,74,11074,1799,1336,1.1.74,संज्ञा,वृद्ध‌म्‌,,,,1.1.74,त्यदादीनि च |,त्यदादीनि १/३ च ०/०,त्यद्-आदीनि १/३ च ०/०,11073: वृद्धम्,
1,1,75,11075,901,1338,1.1.75,संज्ञा,वृद्ध‌म्‌,,,,1.1.75,एङ् प्राचां देशे |,एङ् १/१ प्राचाम् ६/३ देशे ७/१,एङ् १/१ प्राचाम् ६/३ देशे ७/१,11073: यस्य अचाम् आदिः | 11073: वृद्धम्,
1,2,1,12001,1286,2461,1.2.1,अतिदेशः,,,,,1.2.1,गाङ्कुटादिभ्योऽञ्णिन्ङ् इत् |,गाङ्-कुटादिभ्यः ५/३ अञ्णित् १/१ ङित् १/१,गाङ्-कुट-आदिभ्यः ५/३ अ-ञ्-णित् १/१ ङित् १/१,na,
1,2,2,12002,3158,2536,1.2.2,अतिदेशः,,,,,1.2.2,विज इट् |,विजः ५/१ इट् १/१,विजः ५/१ इट् १/१,12001: ङित्,
1,2,3,12003,3256,2447,1.2.3,अतिदेशः,,,,,1.2.3,विभाषोर्णोः |,विभाषा १/१ ऊर्णोः ५/१,विभाषा १/१ ऊर्णोः ५/१,12001: ङित् | 12002: इट्,
1,2,4,12004,3722,2234,1.2.4,अतिदेशः,,,,,1.2.4,सार्वधातुकमपित् |,सार्वधातुकम् १/१ अपित् १/१,सार्वधातुकम् १/१ अ-पित् १/१,12001: ङित्,
1,2,5,12005,429,2242,1.2.5,अतिदेशः,,,,,1.2.5,असंयोगाल्लिट् कित् |,असंयोगात् ५/१ लिट् १/१ कित् १/१,अ-संयोगात् ५/१ लिट् १/१ कित् १/१,12004: अपित्,
1,2,6,12006,685,3393,1.2.6,अतिदेशः,,,,,1.2.6,इन्धिभवतिभ्यां च |,ईन्धिभवतिभ्यां ५/२ च ०/०,इन्धि-भवतिभ्यां ५/२ च ०/०,12005: लिट् कित्,
1,2,7,12007,2795,3323,1.2.7,अतिदेशः,,,,,1.2.7,मृडमृदगुधकुषक्लिशवदवसः क्त्वा |,मृडमृदगुधकुषक्लिशवदवसः ५/१ क्त्वा १/१,मृड-मृद-गुध-कुष-क्लिश-वद-वसः ५/१ क्त्वा १/१,12005: कित्,
1,2,8,12008,2944,2609,1.2.8,अतिदेशः,,,,,1.2.8,रुदविदमुषग्रहिस्वपिप्रच्छः सँश्च |,रुदविदमुषग्रहिस्वपिप्रच्छः ५/१ सन् १/१ च ०/०,रुद-विद-मुष-ग्रहि-स्वपि-प्रच्छः ५/१ सन् १/१ च ०/०,12005: कित् | 12007: क्त्वा,
1,2,9,12009,596,2612,1.2.9,अतिदेशः,,,,,1.2.9,इको झल् |,इकः ५/१ झल् १/१,इकः ५/१ झल् १/१,12005: कित् | 12008: सन्,
1,2,10,12010,3913,2613,1.2.10,अतिदेशः,,,,,1.2.10,हलन्ताच्च |,हलन्तात् ५/१ च ०/०,हल्-अन्तात् ५/१ च ०/०,12005: कित् | 12008: सन् | 12009: इकः झल्,
1,2,11,12011,2988,2300,1.2.11,अतिदेशः,,,,,1.2.11,लिङ्सिचावात्मनेपदेषु |,लिङ्-सिचौ १/२ आत्मनेपदेषु ७/३,लिङ्-सिचौ १/२ आत्मनेपदेषु ७/३,12005: कित् | 12009: इकः झल् | 12010: हलन्तात्,
1,2,12,12012,823,2368,1.2.12,अतिदेशः,,,,,1.2.12,उश्च |,उः ५/१ च ०/०,उः ५/१ च ०/०,12005: कित् | 12009: झल् | 12011: लिङ्-सिचौ आत्मनेपदेषु,
1,2,13,12013,3101,2700,1.2.13,अतिदेशः,,,,,1.2.13,वा गमः |,वा ०/० गमः ५/१,वा ०/० गमः ५/१,12005: कित् | 12009: झल् | 12011: लिङ्-सिचौ आत्मनेपदेषु,
1,2,14,12014,3897,2697,1.2.14,अतिदेशः,,,,,1.2.14,हनः सिच् |,हनः ५/१ सिच् १/१,हनः ५/१ सिच् १/१,12005: कित् | 12011: आत्मनेपदेषु,
1,2,15,12015,2839,2698,1.2.15,अतिदेशः,,,,,1.2.15,यमो गन्धने |,यमः ५/१ गन्धने ७/१,यमः ५/१ गन्धने ७/१,12005: कित् | 12011: आत्मनेपदेषु | 12014: सिच्,
1,2,16,12016,3254,2730,1.2.16,अतिदेशः,,,,,1.2.16,विभाषोपयमने |,विभाषा १/१ उपयमने ७/२,विभाषा १/१ उपयमने ७/२,12005: कित् | 12011: आत्मनेपदेषु | 12014: सिच् | 12015: यमः,
1,2,17,12017,3829,2389,1.2.17,अतिदेशः,,,,,1.2.17,स्था घ्वोरिच्च |,स्था-घ्वोः ६/२ इत् १/१ च ०/०,स्था-घ्वोः ६/२ इत् १/१ च ०/०,12005: कित् | 12011: आत्मनेपदेषु | 12014: सिच्,
1,2,18,12018,2017,3322,1.2.18,अतिदेशः,,,,,1.2.18,न क्त्वा सेट् |,न ०/० क्त्वा १/१ (लुप्तविभक्तिनिर्देशः) सेट् १/१,न ०/० क्त्वा १/१ (लुप्तविभक्तिनिर्देशः) सेट् १/१,12005: कित्,
1,2,19,12019,2208,3052,1.2.19,अतिदेशः,,,,,1.2.19,निष्ठा शीङ्स्विदिमिदिक्ष्विदिधृषः |,निष्ठा १/१ शीङ्-स्विदिमिदिक्ष्विदिधृषः ५/१,निष्ठा १/१ शीङ्-स्विदि-मिदि-क्ष्विदि-धृषः ५/१,12005: कित् | 12018: न सेट्,
1,2,20,12020,2797,3055,1.2.20,अतिदेशः,,,,,1.2.20,मृषस्तितिक्षायाम् |,मृषः ५/१ तितिक्षायाम् ७/१,मृषः ५/१ तितिक्षायाम् ७/१,12005: कित् | 12018: न सेट् | 12019: निष्ठा,
1,2,21,12021,746,3056,1.2.21,अतिदेशः,,,,,1.2.21,उदुपधाद्भावादिकर्मणोरन्यतरस्याम् |,उदुपधात् ५/१ भावादिकर्मणोः ७/२ अन्यतरस्याम् ०/०,उत्-उपधात् ५/१ भाव-आदिकर्मणोः ७/२ अन्यतरस्याम् ०/०,12005: कित् | 12018: न सेट् | 12019: निष्ठा,
1,2,22,12022,2406,3051,1.2.22,अतिदेशः,,,,,1.2.22,पूङः क्त्वा च |,पूङः ५/१ क्त्वा १/१ (लुप्तविभक्तिनिर्देशः) च ०/०,पूङः ५/१ क्त्वा १/१ (लुप्तविभक्तिनिर्देशः)  च ०/०,12005: कित् | 12018: न सेट् | 12019: निष्ठा,
1,2,23,12023,2243,3324,1.2.23,अतिदेशः,,,,,1.2.23,नोपधात्थफान्ताद्वा |,नोपधात् ५/१ थफान्तात् ५/१ वा ०/०,न ०/० उपधात् ५/१ थ-फ-अन्तात् ५/१ वा ०/०,12005: कित् | 12018: न सेट् | 12022: क्त्वा,
1,2,24,12024,3044,3325,1.2.24,अतिदेशः,,,,,1.2.24,वञ्चिलुञ्च्यृतश्च |,वञ्चिलुञ्च्यृतः ५/१ च ०/०,वञ्चि-लञ्चि-ऋतः ५/१ च ०/०,12005: कित् | 12018: न सेट् | 12022: क्त्वा | 12023: वा,
1,2,25,12025,1777,3326,1.2.25,अतिदेशः,,,,,1.2.25,तृषिमृषिकृशेः काश्यपस्य |,तृषिमृषिकृशेः ५/१ काश्यपस्य ६/१,तृषि-मृषि-कृशेः ५/१ काश्यपस्य ६/१,12005: कित् | 12018: न सेट् | 12022: क्त्वा | 12023: वा,
1,2,26,12026,2911,2617,1.2.26,अतिदेशः,,,,,1.2.26,रलो व्युपधाद्धलादेः संश्च |,रलः ५/१ व्युपधात् ५/१ हलादेः ५/१ सन् १/१ च ०/०,रलः ५/१ वि-उपधात् ५/१ हल्-आदेः ५/१ सन् १/१ च ०/०,12005: कित् | 12018: न सेट् | 12022: क्त्वा | 12023: वा,
1,2,27,12027,830,4,1.2.27,संज्ञा,ह्रस्वः दीर्घः प्लुतः,,,,1.2.27,ऊकालोऽज्झ्रस्वदीर्घप्लुतः |,ऊकालः १/१ अच् १/१ ह्रस्वदीर्घप्लुतः १/१,ऊ-कालः १/१ अच् १/१ ह्रस्व-दीर्घ-प्लुतः १/१,na,
